מספר חלצ,תאריך רישום חלצ,שם חלצ בעברית,שם חלצ באנגלית,סטטוס חלצ,מטרות ארגון רשמיות,סיווג פעילות ענפי,תחום פעילות,שנת דיווח דוח כספי אחרון,מחזור - נתונים מדוח מילולי מקוון,מתנדבים- נתונים מדוח מילולי מקוון,עובדים- נתונים מדוח מילולי מקוון,איזורי פעילות,מקומות פעילות,תאריך עדכון אחרון של נתוני חלצ,כתובת - ישוב,כתובת - רחוב,כתובת - מספר דירה,כתובת - מיקוד,מען - ישוב,מען - רחוב,מען - מספר דירה,מען - מיקוד,מען - מיקוד תיבת דואר,מען - תיבת דואר,תאריך התחלה תוקף מטרות עמותה,תאריך ביקורת עומק אחרונה,Column1
514849157,,סקאי לחינוך ותרבות בע~מ (חל~צ),SKY EDUCATION AND CULTURE KTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,06/06/2018,נצרת,רח 3042,12,1603462,נצרת,,,1616701,51052,51052,,,
514849272,,בית אלתקאפה (בית התרבות) אכסאל בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,תרבות או אמנות,אחר - תרבות ואומנות,2022,435945,13,0,דרום,,20/12/2022,אכסאל,רח 63,1,1692000,אכסאל,,,0,790,790,,,
514851567,,גרוטיוס - מרכז למשפט בינלאומי וזכויות אדם בע~מ (חל~צ),Grotius - Center for International Law and  Human Rights LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"ארגוני סנגור, שינוי חברתי ופוליטי","אחר - ארגוני סנגור, שינוי חברתי ופוליטי",,,,,,,21/12/2022,חיפה,בית לחם,45,3556717,חיפה,,,3108401,8519,8519,,,
514851583,,שער לחינוך בע~מ (חל~צ),GOAL TO EDUCATION LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2019,0,125,0,דרום,,18/04/2023,רמלה,הלל אברהם,10,7222738,,,,0,0,0,,,
514864164,,מאורות חושן בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,6415397,0,138,צפון,,20/12/2022,גבעת זאב,אבני החושן,94,9093434,,,,0,0,0,,,
514874437,,השדרה החברתית בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,,,,,,,21/12/2022,ירושלים,המשוררת,17,9634821,,,,0,0,0,,,
514878057,,"דולב - דמוקרטיה ולמידה, חברה לתועלת הציבור בע~מ",,בפרוק מרצון,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2021,0,0,0,צפון,,04/08/2023,עין איילה,הרימון,8,3082500,,,,0,0,0,,,
514881200,11/06/2017,א.נ.ס לקידום חינוך בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,21/12/2022,מגד אל-כרום,,0,2019000,,,,0,0,0,,,
514881671,,ערכים - יזמות חברתית  בע~מ (חל~צ),VALUES - SOCIAL ENTREPRENEURSHIP LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2021,2300177,13,33,דרום,,21/01/2021,ירושלים,כנפי נשרים,23,9546438,אום אל-פחם,,,3001000,860,860,,,
514884790,,דרכי אבות - מקור ברוך (חל~צ) בע~מ,,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,ירושלים,רקנטי אברהם,60,0,ירושלים,,,9123102,23277,23277,,,
514885680,,הפורום הארצי לחינוך ולדרוף בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,608000,0,3,דרום,,20/12/2022,הרדוף,,0,1793000,,,,0,0,0,,,
514888247,,האמת על ישראל - החברה להכשרה ולחינוך (חל~צ) בע~מ,THE TRUTH ABOUT ISRAEL - TRAINING AND EDUCATION COMPANY (CC) LTD,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,2019,350960,1,1,דרום,,20/12/2022,הוד השרון,העובד הציוני,8,4534008,,,,0,0,0,,,
514892454,,חברת ליאו באק ברוח קיפ ישראל בע~מ -חברה לתועלת הציבור,,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,חיפה,דרך כרמל משה,90,0,חיפה,,,3106201,6283,6283,,,
514894567,,המכון לחקר קנביס רפואי בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"מחקר, מדע וטכנולוגיה","אחר - מחקר, מדע וטכנולוגיה",,,,,,,21/12/2022,תל אביב - יפו,ברוק צבי,7,6342305,,,,0,0,0,,,
514894575,,~קונפליקט ודיאלוג~ מועדון לימודי ברפואת שיניים בע~מ (חל~צ),,בפרוק מרצון,לעסוק בסוגי עיסוק שפורטו בתקנון,בריאות או הצלת חיים,בתי חולים ומוסדות רפואיים,2020,0,3,0,צפון,,21/09/2023,תל אביב - יפו,הברזל,15,6971021,,,,0,0,0,,,
514898840,,מכון שיא-אל - שיפור יכולת אישית לימודית בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,,,,,,,20/12/2022,נהרייה,לוטוס,1,0,,,,0,0,0,,,
514900752,,מגדל ארבל מרכז לימודי לתפילה ולימודי תנ~ך בע~מ (חל~צ),MIGDAL - ARBEL PRAYER AND BIBLICAL STUDY CENTER LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,ארגון דת נוצרי,,,,,,,21/12/2022,ירושלים,קוטשר יחזקאל,41,9724541,,,,0,0,0,,,
514902287,24/05/2016,בתי ספר אלמעאלי המעורבת בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,1498876,0,19,צפון,,20/12/2022,ירושלים,שכ כפר עקב          ,0,9710500,ירושלים,,,9166901,66956,66956,,,
514904606,,זירה לחיים בע~מ חברה לתועלת הציבור,,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,ספורט,אחר - ספורט,2022,2200,3,0,דרום,,06/06/2023,תל אביב - יפו,לבונטין,17,6511206,,,,0,0,0,,,
514904614,,מיגל מחקר יישומי בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"מחקר, מדע וטכנולוגיה","אחר - מחקר, מדע וטכנולוגיה",2018,1241000,10,5,צפון,,20/12/2022,קריית שמונה,תרשיש,2,0,,,,0,0,0,,,
514907815,,סאסא סטון  בע~מ (חל~צ),SASA SETTON LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,2022,4413880,0,4,דרום,,20/12/2022,תל אביב - יפו,דרך בגין,144,6492102,,,,0,0,0,,,
514912732,,ראלי ישראל מפעלי תרבות בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,תרבות או אמנות,אומנות,2022,3957754,4,17,תל אביב,,20/12/2022,קיסריה,שד רוטשילד,38,3088900,,,,0,0,0,,,
514913680,,"עמית-הקרן לפיתוח ועידוד ענף הבניה,ולקידום העובד מייסודה של הסתדרות העובדים הלאומית בא~י בע~מ (חל~צ)","Amit-The Foundation for developing and promoting the construction industry,and the promotion LTD(CC)",פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית",הכשרה ותעסוקה,2022,4060796,0,8,דרום,,20/12/2022,הרצליה,שד אבא אבן,8,4672526,,,,0,0,0,,,
514915313,,מועדון אפורי השיער (חל~צ) בע~מ,,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,מועדונים חברתיים,,,,,,,21/12/2022,בית הלוי,,331,4287000,בית הלוי,,,0,223,223,,,
514916618,,מימון פיננסי חברתי ישראל בע~מ (חל~צ),SOCIAL FINANCE ISRAEL LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,2022,8680000,0,23,דרום,,20/12/2022,תל אביב - יפו,קפלן,17,6473418,,,,0,0,0,,,
514918143,,הקרן למצוינות אולימפית בישראל בע~מ (חל~צ),ISRAELI FOUNDATION FOR OLYMPIC EXCELLENCE LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,ספורט,אחר - ספורט,2021,916267,0,4,דרום,,24/01/2023,תל אביב - יפו,המאירי אביגדור,17,0,,,,0,0,0,,,
514918192,,זרקור - לטיפוח מצוינות בחברה הישראלית בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,10810366,0,79,מרכז,,20/12/2022,גבעון החדשה,הרימון,182,9090100,גבעון החדשה,,,0,112,112,,,
514921568,,ארט לאב בע~מ חל~צ,ART LAB LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,תרבות או אמנות,אומנות,,,,,,,20/12/2022,ירושלים,אבן בטוטה,12,9590912,,,,0,0,0,,,
514923853,,ביתנו - הבית של כולנו בע~מ (חברה לתועלת הציבור),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,2022,9487147,10,189,צפון,,20/12/2022,באר שבע,מבצע חורב,48,8445063,באר שבע,,,8445063,0,0,,,
514924414,,צעירי לאומית בע~מ (חל~צ),NATIONAL YOUTH LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2020,0,0,0,דרום,,20/12/2022,מודיעין-מכבים-רעות,המעיין,4,0,מודיעין-מכבים-רעות,,,7171002,58,58,,,
514924422,,קרן אלרוב בע~מ (חל~צ),Alrov Fund Ltd (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,התנדבות וקרנות פילנטרופיות,קרנות (שמעבירות כספים לעמותות אחרות),2022,2307000,5,1,דרום,,20/12/2022,תל אביב - יפו,ויצמן,4,6423904,,,,0,0,0,,,
514926666,,סטרים קולג' בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית",השכלה גבוהה,,,,,,,06/03/2023,סח'נין,,0,3081000,סח'נין,,,0,2473,2473,,,
514932672,,הקרן להשבת יהודים מסין לישראל בע~מ (חל~צ),FOUNDATION FOR THE REPATRIATION OF JEWS FROM CHINA TO ISRAEL - LTD (COMMUNITY INTEREST COMPANY),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,קליטת עליה,,,,,,,21/12/2022,הר אדר,הגיא,135,9083600,,,,0,0,0,,,
514932680,,"בית השקידה והתפילה של הנוצרים בהר אדר בע~מ ,חברה לתועלת הציבור","THE CHRISTIANS' HOUSE OF WATCH AND PRAY IN HAR ADAR LTD, CHARITABLE COMPANY",פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,ארגון דת נוצרי,,,,,,,21/12/2022,הר אדר,הגיא,135,9083600,,,,0,0,0,,,
514933571,,מגדל ארבל מרכז לימודי לתפילה ולימודי תנ~ך ,,בתהליכי רישום,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,ארגון דת נוצרי,,,,,,,20/12/2022,ירושלים,קוטשר יחזקאל,41,9724541,,,,0,0,0,,,
514935394,,ביטיאיי - יוצאים מהקיפאון ישראל בע~מ (חל~צ),BTI - BREAKING THE IMPASSE ISRAEL LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,2021,418676,0,3,צפון,,20/12/2022,רמת גן,דרך אבא הלל,16,5250608,,,,0,0,0,,,
514936541,,הקליניקה - מותגים ידידותיים לעתיד בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,סביבה ובעלי חיים,אחר - סביבה ובעלי חיים,,,,,,,21/12/2022,תל אביב - יפו,ברזילי,2,6511304,,,,0,0,0,,,
514939131,12/08/2013,קרן אריאל ישראל בע~מ (חל~צ),Ariel Israel Foundation LTD (CC),מחוסלת מרצון,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,"מרכז קהילתי, מתנס",,,,,,,20/12/2022,תל אביב - יפו,שדרות רוטשילד,45,6578403,תל אביב - יפו,,,6102701,2800,2800,,,
514941947,,קרן שכל (חל~צ) בע~מ,SACHAL FOUNDATION (CC) LTD,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,,,,,,,21/12/2022,ביצרון,הנוריות,251,6094600,,,,0,0,0,,,
514942564,,כפר הנוער בן יקיר בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,18727000,20,75,מרכז,,20/12/2022,כפר הרא~ה,חזון                ,1,3895500,,,,0,0,0,,,
514946128,,גני השלום הבינלאומיים בע~מ (חל~צ),THE INTERNATIONAL GARDENS OF PEACE LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,תרבות או אמנות,אחר - תרבות ואומנות,,0,1,0,דרום,,20/12/2022,רמת גן,אביבים,4,5258138,,,,0,0,0,,,
514948637,,מועדון כדורגל הפועל כפר סבא ש.ל.י. (2013) בע~מ (חל~צ),HAPOEL KFAR SABA S.L.Y. (2013) FOOTBALL CLUB LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,ספורט,אחר - ספורט,2022,11012398,5,70,דרום,,20/12/2022,כפר סבא,בן יהודה,102,4443653,,,,0,0,0,,,
514965193,,המרכז הטכנולוגי עתיד בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית",השכלה גבוהה,2017,0,0,0,דרום,,20/12/2022,טירת כרמל,מוצקין,13,3902652,,,,0,0,0,,,
514966449,,"מזרח - מערב, פרוייקט להבנה בין תרבותית (חל~צ)",East - West project For Cross - Cultural Understanding LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,ארגון דת נוצרי,,,,,,,21/12/2022,רמת גן,הרקון,4,5252181,רמת גן,,,5213601,3336,3336,,,
514966456,,הפורום למצויינות חברתית בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,,,,,,,21/12/2022,אשקלון,קק~ל,5,0,אשקלון,,,7810402,564,564,,,
514970383,,אל - קוליה אלאהליה בית חנינא בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,לקיה,,5,8499100,,,,0,0,0,,,
514970425,,מאגר המידע הלאומי של הטבע בישראל בע~מ (חל~צ),NATIONAL DATA CENTER FOR THE NATURE OF ISRAEL LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,סביבה ובעלי חיים,אחר - סביבה ובעלי חיים,,,,,,,20/12/2022,ירושלים,מנשה,2,9350802,,,,0,0,0,,,
514971738,,ירושלים יו ישראל בע~מ (חל~צ),JERUSALEM U ISRAEL LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,2020,554099,0,2,דרום,,20/12/2022,ירושלים,מעמדות ישראל,7,9751979,ירושלים,,,9100101,141,141,,,
514980440,,רוואד אל - בלד בע~מ (חל~צ),ROWAD AL - BALAD LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,התנדבות וקרנות פילנטרופיות,קרנות (שמעבירות כספים לעמותות אחרות),,,,,,,21/12/2022,ירושלים,צור בחר,0,9741500,,,,0,0,0,,,
514980903,,למען אחיי - קרן חסד לעידוד ותמיכה בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,התנדבות וקרנות פילנטרופיות,קרנות (שמעבירות כספים לעמותות אחרות),,,,,,,20/12/2022,חיפה,גאולה,51,3319717,,,,0,0,0,,,
514983261,,מונא - חלל לשינוי בע~מ (חל~צ),Moona - Space for Change Ltd (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2021,4999361,3,32,דרום,,20/12/2022,מגד אל-כרום,.,2,2019000,מגד אל-כרום,,,2019000,1618,1618,,,
514983279,,לב הקשיש בישראל בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,,,,,,,21/12/2022,ראשון לציון,רוז'נסקי מרדכי,2,7574509,,,,0,0,0,,,
514984848,,"חברת ווקאל לקידום המוזיקה הישראלית בע~מ, חברה לתועלת הציבור",,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,תרבות או אמנות,אחר - תרבות ואומנות,,,,,,,20/12/2022,ראשון לציון,אלתרמן,2,7574102,,,,0,0,0,,,
514984913,,"כנפי כסף, חברה לתועלת הציבור בע~מ",,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,,51691,0,0,צפון,,20/12/2022,תל אביב - יפו,מעפילי אגוז,92,6743020,תל אביב - יפו,,,6139201,39279,39279,,,
520001322,,חברת הגמנסיה העברית הרצליה בעמ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,35953000,0,134,צפון,,24/01/2022,תל אביב - יפו,ז'בוטינסקי,106,6219102,,,,0,0,0,,,
520002320,04/04/2013,מוזיאון תל אביב לאמנות (חל~צ),TEL AVIV MUSEUM OF ART (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,תרבות או אמנות,אחר - תרבות ואומנות,2022,103555958,86,178,מרכז,,20/12/2022,תל אביב - יפו,שד' שאול המלך,27,6423931,תל אביב - יפו,,,6133201,33288,33288,,27/12/2021,
520004839,26/11/2012,בית הספר הריאלי העברי בחיפה בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,153663000,0,716,מרכז,,20/12/2022,חיפה,הרצל,16,3312103,חיפה,,,3104802,4920,4920,,27/12/2021,
520008095,04/04/2013,הסתדרות מדיצינית הדסה (חל~צ),HADASSAH MEDICAL ORGANIZATION (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,בריאות או הצלת חיים,בתי חולים ומוסדות רפואיים,2021,3031510000,1320,6888,צפון,,06/06/2018,ירושלים,דרך מן קלמן,1,0,ירושלים,,,9101002,12000,12000,,,
520010125,10/02/2013,חקלאי פרדס חנה - מיסודה של התאחדות האיכרים בישראל בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2021,1712000,0,3,דרום,,20/12/2022,גבעתיים,אריאל שרון          ,4,5320047,,,,0,0,0,,,
520011008,11/03/2013,חברת כפר הנוער הדתי בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,4836366,0,0,מרכז,,06/06/2018,כפר חסידים א',כפר חסידים א' ,1,2040000,,,,0,0,0,,,
520011784,,חברה ארץ ישראלית לישוב עולים בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,2021,6326308,0,0,מרכז,,16/05/2023,אירוס,הכורכר              ,10,7680900,,,,0,0,0,,27/12/2021,
520013053,03/04/2013,מכון בית יעקב למורות (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,136437216,0,2072,דרום,,28/05/2023,ירושלים,מנחת יצחק,23,9448030,,,,0,0,0,,,
520015991,07/01/2013,נאמנות בית קרנות בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שיכון ופיתוח עירוני,יוזמות עסקיות,2022,4941317,0,2,מרכז,,20/12/2022,חיפה,הרצל,16,3312103,,,,0,0,0,,,
520016312,,קרן ברל כצנלסון (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,19033000,0,20,דרום,,26/10/2021,בית ברל,,0,4490500,,,,0,0,0,,27/12/2021,
560019382,05/06/2014,"וורלד קונסיל אוף סינגוגס, אינק. (חל~צ)","WORLD COUNCIL OF SYNAGOGUES, INC. (CC)",פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,אחר - דת,2022,6964389,0,10,דרום,,20/12/2022,ירושלים,גנרל קניג פייר,32,9346940,ירושלים,,,9152001,52064,52064,,27/12/2021,
560025322,,קרן רוזה לוקסמבורג (חל~צ),ROSA LUXEMBURG FOUNDATION (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,2021,4331379,0,11,דרום,,20/12/2022,תל אביב - יפו,שדרות רוטשילד,11,6688114,,,,0,0,0,,,
560026205,,עמאוס ווי (חל~צ),EMMAUS WAY (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,אחר - דת,,,,,,,21/12/2022,פוריה עילית,,0,1520800,פוריה עילית,,,0,245,245,,,
560027005,,נשות המחר בע~מ  (חל~צ),TOMORROW'S WOMEN. LTD  (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,1393847,3,2,דרום,,20/12/2022,מעלות-תרשיחא,מירון,30,2150615,נצרת,,,1616301,50503,50503,,,
560027112,,"קרן ג'יובני פאולו II - ארגון ללא מטרת רווח לתועלת הציבור לקיום דו-שיח, שיתוף פעולה ופיתוח (חל~צ)",FONDAZIONE GIOVANNI PAOLO II - ONLUS PER IL DIALOGO COOPERAZIONE E SVILUPPO (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,,,,,,,21/12/2022,,היווני אורטודוכסי,5,0,ירושלים,,,9101302,1407,1407,,,
560027344,,תאגיד ראנד (חל~צ),RAND CORPORATION (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,,,,,,,21/12/2022,תל אביב - יפו,בודנהיימר,11,6200818,,,,0,0,0,,,
560027401,,סטארט סרוויסיז (חל~צ),START SERVICES (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,,,,,,,21/12/2022,ירושלים,בית חנינא החדשה,4,9730032,ירושלים,,,9121301,21358,21358,,,
560027526,,מידל-איסט ברודקסטינג נטוורקס בע~מ (חל~צ),MIDDLE EAST BROADCASTING NETWORKS INC (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,,,,,,,20/12/2022,ירושלים,יפו,206,9438302,ירושלים,,,9134301,34369,34369,,,
560027708,,חוג לסיוע רוחני לחיים (חל~צ),CIRCLE FOR SPIRITUAL AID TO LIFE (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,,,,,,,21/12/2022,חיפה,סילבר אבא הלל,105,3269601,,,,0,0,0,,,
560028177,,סי. בי.אן. ישראל אינק  (חל~צ),"CBN ISRAEL, INC.   (CC)",פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,2021,10737444,0,16,דרום,,20/12/2022,ירושלים,יד חרוצים,10,9342148,,,,0,0,0,,,
560028888,,קרן קונרד אדנאואר (חל~צ),KONRAD ADENAUER STIFTUNG (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קשרים בינלאומיים,אחר - קשרים בינלאומיים,2022,5204654,0,8,ירושלים,,20/12/2022,ירושלים,רבי עקיבא,8,9458208,,,,0,0,0,,,
560028896,,נאמנות הלו בע~מ (חל~צ),THE HALO TRUST LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,2022,1508347,0,3,צפון,,20/12/2022,הוד השרון,הנגר,24,4527713,רמת השרון,,,4711101,1141,1141,,,
560028912,,קרן הנס זיידל (חל~צ),HANNS SEIDEL FOUNDATION (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קשרים בינלאומיים,אחר - קשרים בינלאומיים,2021,2714505,0,4,דרום,,20/12/2022,ירושלים,קרן היסוד,38,9214915,,,,0,0,0,,,
560029324,,בית החברות היהודי (חל~צ),JEWISH FRIENDSHIP HOUSE (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,,,,,,,21/12/2022,אילת,ברנע,429,0,,,,0,0,0,,,
560029431,,קידס4פיס אינטרנשיונאל (חל~צ),KIDS4PEACE INTERNATIONAL LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קשרים בינלאומיים,אחר - קשרים בינלאומיים,,,,,,,20/12/2022,ירושלים,קורא הדורות,33,9339348,ירושלים,,,9118001,18069,18069,,,
560029506,,סיביק פורום אינסטיטיוט וורלד וויד (חל~צ),CIVIC FORUM INSTITUTE WORLDWIDE (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,,,,,,,21/12/2022,ירושלים,הר הזיתים,27,0,ירושלים,,,9122101,22217,22217,,,
515026243,,ערבות - מנהיגות יהודית גלובאלית בע~מ (חל~צ),ARVUT - Global jewish leadership ltd (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,,,,,,,21/12/2022,ירושלים,אוסישקין,26,9242619,,,,0,0,0,,,
515026193,,מרכז חירות- ללימודי חדשנות וקיימות בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,2021,1170296,11,11,דרום,,22/11/2023,תל אביב - יפו,תוספתא,13,6291734,,,,0,0,0,,,
